model/loaded.txt 65 :	1 1 4 1 5 2 1 1 3 2 1 1 6 4 1 3 1 3 2 1 1 2 6 1 2 2 6 5 3 3 3 3 3 1 1 1 1 1 3 6 1 5 2 1 1 5 3 4 1 1 1 5 1 5 1 2 1 1 1 1 2 5 4 1 1 1 1 3 5 1 4 3 5 2 1 1 2 1 2 5 5 2 1 2 1 1 4 4 1 2 1 3 5 6 1 1 4 6 1 3 
model/loaded.txt 66 :	2 2 1 3 4 3 1 3 1 2 2 1 4 1 6 1 5 5 1 1 1 3 1 2 5 2 4 6 2 1 1 2 4 1 1 1 1 1 2 1 4 1 5 5 2 1 1 1 1 1 3 1 5 5 1 6 1 3 1 1 1 2 1 3 1 1 6 1 3 1 1 5 1 1 3 3 1 3 1 1 5 1 1 5 2 1 4 1 6 4 1 1 5 4 1 2 6 1 3 1 
model/loaded.txt 67 :	1 2 4 1 2 3 1 6 4 1 3 5 1 3 4 6 1 1 5 1 1 5 4 6 5 5 4 1 5 1 1 2 3 3 1 1 1 1 1 1 1 4 6 6 3 1 1 2 1 1 1 2 3 1 1 1 1 1 1 1 4 5 6 1 1 1 6 2 2 1 2 5 1 2 5 2 1 3 5 2 2 6 1 3 2 4 1 4 1 6 5 1 6 5 4 1 5 5 6 1 
model/loaded.txt 68 :	6 3 6 1 1 1 1 1 6 4 4 2 1 1 1 4 5 3 1 1 1 2 3 4 1 1 3 6 4 5 1 2 1 1 2 1 4 1 1 1 5 2 1 1 3 1 2 1 1 1 5 1 2 6 4 1 1 4 5 1 3 1 1 1 5 1 5 1 1 2 1 1 1 1 1 1 6 4 1 1 1 1 6 1 6 1 4 1 1 1 1 1 6 6 6 3 6 2 1 4 
model/loaded.txt 69 :	1 5 2 3 1 4 1 3 3 1 1 1 1 5 1 1 1 1 1 6 5 2 1 1 1 1 5 1 5 1 1 1 4 4 3 4 2 1 1 6 1 1 1 6 1 1 5 4 1 3 3 5 1 3 4 1 1 1 1 1 4 4 4 3 4 2 1 3 3 1 1 5 1 1 1 2 6 1 2 4 1 3 1 1 1 6 1 1 3 2 1 1 2 3 1 1 1 3 5 1 
model/loaded.txt 70 :	3 1 1 5 1 1 5 6 4 6 2 2 1 3 3 3 4 2 1 1 2 1 1 1 1 1 1 1 1 1 1 6 1 1 1 2 2 1 1 1 3 6 1 1 4 6 1 1 6 1 1 3 6 4 1 1 6 5 2 2 1 5 1 1 6 1 4 4 1 6 2 1 4 1 3 1 3 6 1 1 3 6 1 1 1 2 1 6 3 1 1 6 3 1 1 3 1 1 1 1 
model/loaded.txt 71 :	1 3 1 1 1 5 2 5 6 4 1 3 3 1 4 6 1 1 2 5 1 4 1 6 4 1 2 6 3 6 3 2 4 1 5 5 1 1 2 2 5 3 1 6 1 3 1 1 1 1 2 4 1 1 3 1 1 1 6 1 4 5 1 5 6 1 2 1 1 1 6 1 1 1 3 5 1 1 1 1 2 1 2 1 1 1 3 2 1 1 1 1 2 5 2 4 4 3 6 1 
model/loaded.txt 72 :	3 1 2 1 2 2 4 1 1 2 3 1 5 3 6 5 1 1 6 1 4 5 1 1 4 6 2 1 3 1 1 6 1 1 2 3 1 3 2 1 1 2 6 5 4 5 1 1 1 1 3 1 6 2 3 1 3 1 1 1 1 1 1 4 6 3 1 1 1 2 6 3 1 6 1 2 1 1 1 1 1 2 1 1 2 6 5 1 1 1 1 1 4 5 1 2 3 6 1 1 
model/loaded.txt 73 :	1 3 4 5 1 3 1 2 1 1 5 3 2 1 1 6 1 1 3 5 6 5 2 4 1 1 1 3 6 1 5 6 1 1 1 1 1 4 1 1 2 1 3 1 5 4 1 5 4 1 1 1 6 1 1 1 3 1 1 1 2 5 1 3 1 6 6 1 1 1 1 6 6 3 4 1 1 4 5 4 1 5 1 4 5 3 1 5 1 4 1 1 4 5 1 1 1 1 1 1 
model/loaded.txt 74 :	1 3 1 1 1 3 2 1 1 4 1 5 1 1 1 2 6 4 1 1 1 3 2 1 5 1 3 1 1 6 1 4 1 1 5 1 1 3 2 6 4 1 5 4 1 4 2 3 6 4 5 1 1 3 2 6 1 1 1 1 4 4 5 2 1 5 1 1 6 1 1 1 1 1 1 6 1 4 1 2 1 1 1 5 1 1 1 1 1 1 1 1 1 1 5 6 1 6 1 3 
model/loaded.txt 75 :	1 4 4 1 6 1 1 3 1 1 1 5 6 6 4 1 1 1 5 1 2 1 1 5 2 4 3 4 4 3 6 6 4 2 1 1 4 5 1 1 1 5 3 1 1 3 1 1 4 1 1 1 5 3 1 1 4 4 4 5 6 3 1 3 2 2 5 6 4 4 5 2 4 3 3 3 1 1 1 5 1 2 4 5 1 3 1 5 1 4 1 2 5 1 1 1 1 5 1 1 
model/loaded.txt 76 :	1 1 1 1 1 1 1 1 1 4 4 6 1 4 2 5 5 2 5 1 1 5 1 1 1 6 1 5 5 6 4 1 5 1 1 1 6 1 1 5 5 1 1 6 2 3 5 1 3 1 5 1 5 3 3 1 1 1 1 1 1 3 1 6 4 2 4 4 3 1 1 3 1 1 1 5 3 1 1 1 4 1 1 3 5 1 5 1 6 5 3 1 1 1 5 1 1 4 4 1 
model/loaded.txt 77 :	1 2 5 6 3 1 2 6 1 5 1 1 1 2 1 1 1 6 1 1 2 3 1 5 1 6 1 1 6 4 4 4 1 6 1 1 1 6 1 1 6 1 3 1 5 1 2 3 6 3 3 1 5 1 1 1 1 1 5 6 1 1 4 1 1 2 1 1 1 4 1 1 1 5 1 1 1 4 2 2 1 2 2 1 1 2 3 1 4 6 1 1 6 2 2 2 1 5 1 5 
model/loaded.txt 78 :	4 3 4 1 5 1 6 1 6 6 1 2 2 5 1 1 1 5 1 3 1 1 1 1 2 1 2 1 2 4 2 1 3 5 4 2 6 1 1 5 6 1 1 5 1 1 6 5 1 1 4 4 2 2 1 1 1 3 1 4 5 3 2 1 1 6 1 2 1 5 1 1 3 1 5 1 1 1 1 4 1 1 1 1 6 1 1 1 6 6 1 2 2 1 1 2 1 1 1 4 
model/loaded.txt 79 :	4 1 6 5 2 1 6 2 1 1 2 1 1 1 3 1 1 1 1 1 1 1 4 6 3 3 5 1 1 4 1 6 1 5 4 1 5 4 4 1 4 1 1 2 1 5 3 4 1 1 4 1 4 1 3 1 1 1 2 4 1 1 5 1 1 3 4 5 1 5 2 1 3 6 6 4 1 3 1 3 2 1 1 2 2 6 1 1 4 1 2 4 2 3 1 1 4 1 1 1 
model/loaded.txt 80 :	1 5 6 6 4 2 4 1 3 4 1 2 4 1 1 1 1 1 5 1 1 1 2 3 5 1 3 4 6 3 1 1 3 1 2 6 6 5 1 6 1 6 5 6 1 1 3 1 4 1 3 6 6 1 6 4 1 6 3 1 1 1 6 1 4 1 6 5 1 4 1 1 5 1 3 1 4 1 3 4 1 4 5 1 1 4 6 1 1 6 1 1 4 2 1 4 6 6 1 1 
model/loaded.txt 81 :	3 1 1 1 1 1 1 1 5 2 1 1 1 1 2 1 3 2 5 5 1 1 3 5 1 1 2 5 4 1 5 4 1 3 1 4 1 1 1 2 1 1 4 4 1 3 6 3 1 1 2 1 1 1 1 2 1 5 4 2 4 4 1 1 2 3 2 1 1 1 1 5 1 6 1 1 1 6 1 1 1 5 1 1 3 1 1 1 1 2 1 1 5 5 5 4 1 3 1 1 
model/loaded.txt 82 :	4 1 2 1 6 1 1 1 1 3 5 2 3 3 2 1 1 1 1 1 6 1 3 1 4 4 5 5 5 1 1 6 1 1 5 1 1 1 1 4 1 2 3 1 4 1 1 1 6 4 3 4 3 5 3 1 1 2 4 1 1 1 1 2 5 1 1 2 1 5 3 5 4 2 1 3 2 1 1 1 1 1 1 1 4 5 2 1 1 6 1 1 2 5 1 3 3 3 1 1 
model/loaded.txt 83 :	1 1 5 5 2 2 1 4 5 1 1 4 6 1 3 3 1 4 1 1 3 1 1 4 3 6 2 1 4 1 5 3 1 3 6 1 6 1 4 4 3 5 1 1 1 1 4 6 3 4 1 1 1 2 5 4 1 1 1 1 5 1 5 1 1 4 4 4 3 1 1 1 4 3 1 1 1 4 1 6 1 1 5 1 1 1 1 1 3 5 6 1 3 1 2 3 1 1 4 4 
model/loaded.txt 84 :	3 1 1 1 5 2 1 1 1 1 2 1 1 1 4 1 2 1 4 6 1 6 5 6 1 1 1 4 1 1 1 4 6 3 1 3 4 1 1 1 5 2 6 3 1 1 1 3 1 5 3 6 2 1 3 1 1 3 4 4 6 1 3 6 1 5 1 4 1 1 1 5 1 6 3 5 2 1 4 1 1 6 5 1 4 1 1 3 1 3 3 1 1 5 1 5 4 6 1 1 
model/loaded.txt 85 :	1 6 4 1 1 5 1 3 5 1 1 1 1 1 2 4 4 1 1 1 1 1 3 1 1 5 1 3 1 1 1 2 2 1 1 5 1 1 5 2 1 4 3 1 5 1 6 1 1 4 1 1 6 1 6 1 2 1 1 1 1 2 1 6 4 5 6 2 1 3 6 2 1 1 3 5 4 1 6 2 1 5 3 5 2 4 6 3 1 1 4 1 5 1 1 1 4 4 5 4 
model/loaded.txt 86 :	4 5 3 4 6 4 6 1 2 1 1 2 2 1 3 6 4 4 1 4 5 1 1 1 2 1 6 1 4 1 5 3 3 6 1 4 2 2 3 1 1 1 1 1 4 1 1 1 6 1 5 2 1 1 4 6 5 1 6 2 5 5 1 1 1 5 5 1 5 3 1 2 4 1 6 1 1 2 6 2 1 5 1 3 1 1 1 4 5 1 1 2 1 1 3 1 1 3 4 1 
model/loaded.txt 87 :	1 1 1 1 1 1 1 5 1 1 1 1 4 2 2 2 1 1 2 1 1 1 1 3 4 1 5 1 1 3 1 1 5 5 1 1 1 1 1 3 1 5 1 1 4 6 1 1 1 4 1 1 1 1 3 1 1 1 6 2 1 1 1 3 4 3 1 6 6 1 1 1 1 5 6 3 1 1 6 5 1 5 1 1 1 5 1 1 1 5 5 3 1 2 1 4 4 5 1 1 
model/loaded.txt 88 :	5 6 1 3 2 1 1 5 2 1 5 2 1 1 4 4 1 1 5 5 3 1 2 1 1 1 4 1 1 4 4 2 5 2 1 3 1 4 1 1 6 1 1 3 1 4 2 2 3 1 2 3 1 5 1 1 1 6 1 1 6 1 1 2 5 1 1 1 1 5 4 4 4 3 3 1 3 6 3 3 1 1 1 2 1 1 1 1 3 4 1 3 5 1 1 2 1 4 1 1 
model/loaded.txt 89 :	5 1 1 1 6 1 1 1 6 2 1 2 1 6 1 2 1 1 6 5 3 5 1 2 6 1 2 1 5 3 6 1 1 1 1 1 1 3 1 2 1 6 6 1 2 1 3 5 5 1 3 5 2 1 3 1 6 2 1 1 5 4 1 1 1 6 1 4 5 6 1 5 1 1 4 4 6 2 1 4 1 1 3 2 1 2 1 3 6 1 1 1 2 1 5 2 1 3 1 1 
model/loaded.txt 90 :	1 6 3 5 2 3 2 1 6 1 1 6 2 6 4 2 6 1 1 6 5 3 1 1 1 5 2 2 1 6 1 1 3 1 1 6 5 1 6 1 1 4 1 1 1 3 2 1 6 2 5 3 1 3 6 1 1 6 1 3 1 1 2 1 5 1 3 5 4 1 4 1 6 1 5 1 5 5 1 1 1 1 2 1 4 3 1 1 4 3 2 5 1 3 1 1 5 1 5 1 
model/loaded.txt 91 :	1 6 1 6 1 1 5 1 1 1 2 1 3 3 4 1 1 6 2 4 2 1 1 1 1 3 1 4 5 2 6 1 1 1 6 1 1 1 1 1 1 4 2 1 1 4 1 1 1 1 6 1 1 3 5 1 1 2 1 1 4 1 1 5 1 1 5 2 1 1 1 1 6 1 4 3 1 2 2 3 1 1 4 6 1 1 4 5 3 1 2 1 3 1 1 5 1 1 3 2 
model/loaded.txt 92 :	1 2 1 4 6 5 1 5 1 4 3 1 3 1 1 6 1 1 1 1 1 2 6 5 4 3 4 1 1 1 6 1 6 1 1 6 3 1 1 4 1 1 1 2 5 1 5 1 2 4 5 5 1 1 1 6 1 5 2 1 1 1 1 4 1 5 1 1 1 6 1 6 1 1 3 1 5 6 1 6 1 6 4 3 4 1 4 1 2 1 5 1 4 6 5 1 1 3 5 1 
model/loaded.txt 93 :	3 6 1 3 1 4 6 3 4 6 3 1 1 1 1 5 4 4 5 6 1 4 3 3 3 1 5 5 1 1 1 2 1 1 2 1 2 2 2 1 5 3 1 1 1 6 1 3 5 1 1 5 1 3 1 1 1 3 1 1 1 1 5 1 1 1 3 1 1 1 2 1 6 1 1 3 1 1 6 3 2 1 1 1 1 1 1 1 5 2 6 4 1 1 2 1 4 1 6 1 
model/loaded.txt 94 :	1 2 2 1 6 4 3 1 6 5 1 2 4 4 6 5 5 5 5 1 2 6 1 2 1 3 1 1 2 1 3 1 1 3 3 1 4 3 2 1 1 1 1 1 1 1 5 4 1 1 2 2 1 1 1 3 2 6 6 3 6 3 6 1 1 1 5 1 5 1 2 3 1 4 1 1 1 1 1 1 1 1 6 1 1 1 1 1 1 1 1 4 1 4 1 5 6 4 1 2 
model/loaded.txt 95 :	2 1 2 6 1 1 1 5 3 4 4 4 1 5 1 1 1 1 3 1 1 1 1 1 3 1 1 1 2 1 6 1 6 1 1 4 6 1 4 1 1 1 2 4 2 6 3 6 1 3 1 1 5 1 3 4 1 1 1 1 4 3 1 1 1 1 5 4 4 4 3 4 6 1 1 5 6 3 1 6 1 3 1 1 1 5 1 2 5 1 1 1 1 1 5 1 2 1 3 2 
model/loaded.txt 96 :	1 2 1 5 2 1 1 1 1 1 1 3 3 1 1 2 1 5 3 1 6 1 6 1 1 5 1 1 1 1 6 1 1 5 6 1 1 3 1 4 2 2 6 1 1 1 5 1 1 3 1 1 1 1 4 2 3 1 4 1 1 1 5 3 1 3 1 1 1 2 1 1 1 3 2 4 5 1 1 1 6 2 1 1 3 2 5 1 4 1 1 1 3 3 1 1 4 2 6 1 
model/loaded.txt 97 :	4 1 1 3 1 1 1 4 5 1 3 1 1 1 5 6 1 1 3 1 1 1 1 1 1 1 3 5 6 1 5 1 1 1 6 6 1 1 2 5 4 5 4 5 1 3 6 1 4 5 1 1 6 6 1 2 1 5 5 3 3 1 2 5 4 1 6 1 1 3 2 5 1 1 1 1 1 6 1 6 4 2 1 2 1 5 2 1 1 4 1 1 1 2 3 3 4 3 1 6 
model/loaded.txt 98 :	1 6 3 6 3 1 3 1 4 1 1 1 5 1 2 3 5 6 1 1 4 5 2 1 3 1 3 1 3 1 1 4 1 6 2 1 4 2 1 3 1 4 1 6 1 2 4 2 1 3 1 1 5 4 6 4 2 3 1 2 3 5 2 4 1 1 2 4 1 1 1 3 6 2 1 1 6 1 1 1 5 3 1 1 2 1 5 4 1 1 5 1 1 1 3 1 4 4 1 4 
model/loaded.txt 99 :	1 1 5 6 5 3 1 4 3 5 3 1 1 6 1 2 1 1 3 5 4 4 1 1 1 1 2 1 2 1 6 1 1 6 1 6 3 2 1 3 1 1 1 6 1 1 4 1 1 1 1 4 4 6 4 1 1 1 1 4 1 2 1 6 6 1 2 1 5 1 2 3 1 1 2 1 6 4 2 4 1 1 1 1 1 1 2 1 1 1 5 1 2 1 1 5 5 1 1 6 
